cell_id,x,y,z,phi0
489,0.242371,0.75109,0.279649,0.0335452
490,0.146486,0.69782,0.162456,0.0446707
491,0.657873,0.186433,0.524689,0.352774
492,0.849644,0.846975,0.22638,0.0219162
493,0.0312945,0.712034,0.653006,0.0308681
494,0.469146,0.944795,0.244116,0.0186678
495,0.592801,0.944795,0.764559,0.0300327
496,0.764413,0.335588,0.844306,0.1162
497,0.299888,0.0612547,0.718896,0.194144
498,0.77632,0.487399,0.943461,0.0713917
499,0.690901,0.238637,0.472485,0.224105
500,0.277095,0.972398,0.517427,0.0262705
501,0.726274,0.202187,0.619616,0.217984
502,0.753759,0.815013,0.66319,0.0343503
503,0.423487,0.868283,0.396842,0.0351011
504,0.83899,0.75109,0.577959,0.0360535
505,0.157686,0.855393,0.0599203,0.0204424
506,0.16874,0.97651,0.0254208,0.0151734
507,0.351103,0.944795,0.425343,0.0324407
508,0.441663,0.944795,0.243953,0.0294391
509,0.135832,0.495396,0.492727,0.087179
510,0.781978,0.972398,0.923049,0.0226561
511,0.337911,0.397244,0.0599203,0.116381
512,0.40218,0.143817,0.162456,0.628308
513,0.182193,0.382276,0.0599203,0.0780506
514,0.167261,0.657052,0.476259,0.0518156
515,0.502594,0.091882,0.688961,1.17377
516,0.561988,0.857629,0.492727,0.0386577
517,0.327602,0.836321,0.215726,0.0391949
518,0.177534,0.621478,0.0599203,0.0451545
519,0.775066,0.324934,0.514035,0.122645
520,0.263246,0.699993,0.0898805,0.0339065
521,0.561988,0.388857,0.130495,0.12612
522,0.396787,0.745654,0.361649,0.0601654
523,0.490054,0.972398,0.357654,0.0208482
524,0.178448,0.431473,0.876268,0.0687252
525,0.359564,0.676512,0.141148,0.047173
526,0.146486,0.250356,0.588613,0.128473
527,0.259215,0.944795,0.357461,0.024192
528,0.487411,0.143817,0.439458,0.887504
529,0.870952,0.825667,0.695152,0.0279822
530,0.743105,0.271664,0.354227,0.162544
531,0.062589,0.728113,0.828885,0.0271963
532,0.152797,0.690129,0.573487,0.0458484
533,0.83899,0.75109,0.130495,0.0257984
534,0.0860402,0.600824,0.927181,0.0324442
535,0.870952,0.250356,0.737767,0.0926892
536,0.919195,0.684645,0.176386,0.0311531
537,0.062589,0.821704,0.833766,0.0224533
538,0.583296,0.793705,0.279649,0.0419505
539,0.387433,0.796557,0.459474,0.0445743
540,0.94613,0.719186,0.175426,0.0295446
541,0.668527,0.623243,0.85496,0.0563673
542,0.873397,0.716266,0.915191,0.035812
543,0.657492,0.0306273,0.880506,0.183166
544,0.776021,0.210728,0.97173,0.0994685
545,0.94613,0.684368,0.128117,0.0292593
546,0.664836,0.091882,0.827657,0.28567
547,0.732451,0.346241,0.791037,0.131683
548,0.455449,0.793705,0.620574,0.04091
549,0.700489,0.186433,0.482074,0.263922
550,0.860298,0.729782,0.17311,0.0340469
551,0.654342,0.972398,0.711365,0.0258471
552,0.284987,0.580627,0.85496,0.0586711
553,0.178935,0.624155,0.943461,0.0408548
554,0.062589,0.17766,0.875367,0.0421529
555,0.880729,0.781284,0.97173,0.0301131
556,0.870952,0.69782,0.588613,0.0437802
557,0.973065,0.797,0.712497,0.0280679
558,0.494497,0.453033,0.0599203,0.103908
559,0.908541,0.412415,0.234255,0.0644387
560,0.412834,0.623243,0.279649,0.0809076
561,0.15714,0.836321,0.215726,0.0257511
562,0.625912,0.388857,0.258341,0.17904
563,0.314843,0.944795,0.673235,0.030507
564,0.657873,0.676512,0.652536,0.0752715
565,0.615258,0.143817,0.844306,0.537975
566,0.554656,0.931521,0.0299602,0.0190088
567,0.519373,0.55932,0.130495,0.0660718
568,0.40218,0.804359,0.162456,0.0401916
569,0.796374,0.836321,0.322265,0.0290972
570,0.323838,0.972398,0.836772,0.0247737
571,0.579589,0.680916,0.658171,0.0743953
572,0.135832,0.239702,0.684498,0.106946
573,0.32791,0.401018,0.915191,0.121222
574,0.261267,0.127792,0.943461,0.108836
575,0.0467176,0.0231172,0.759144,0.0241265
576,0.221063,0.218395,0.812345,0.122955
577,0.932239,0.665118,0.947439,0.0367423
578,0.466103,0.740436,0.567305,0.0481022
579,0.482999,0.0612547,0.177423,1.41825
580,0.695425,0.385317,0.97173,0.119137
581,0.423487,0.399511,0.183764,0.14574
582,0.849644,0.633897,0.759075,0.0474794
583,0.625912,0.623243,0.450112,0.0965718
584,0.742526,0.723038,0.915191,0.0356272
585,0.412834,0.367549,0.300957,0.184373
586,0.253025,0.165125,0.865614,0.125253
587,0.83899,0.388857,0.258341,0.0792299
588,0.925111,0.502811,0.580621,0.048071
589,0.689835,0.708474,0.577959,0.0518194
590,0.536973,0.6383,0.786018,0.0748639
591,0.854052,0.972398,0.544774,0.019682
592,0.295641,0.165125,0.695152,0.187855
593,0.745892,0.299661,0.97173,0.11298
594,0.816087,0.440672,0.904538,0.0775886
595,0.159895,0.240305,0.385272,0.116622
596,0.316948,0.143817,0.759075,0.198487
597,0.146486,0.143817,0.759075,0.0660406
598,0.295641,0.143817,0.801691,0.187156
599,0.254978,0.0306273,0.732797,0.0932213
600,0.189102,0.165125,0.673844,0.140902
601,0.156607,0.689014,0.444297,0.0495024
602,0.277447,0.971835,0.971835,0.0218418
603,0.215504,0.0306273,0.705922,0.0651295
604,0.455449,0.857629,0.684498,0.0363523
605,0.217798,0.0612547,0.670714,0.0910737
606,0.167794,0.676512,0.737767,0.0456861
